	Date	TD	YD	Release	Daily	%+-YD	%+-LW	Theatre	Avg	To Date	Days	Distributor	google trends
916	2020-10-22	35	35	Mermaid in Paris	$148	-25.6%	-	10	$14	$1,988	7	"Sony Pictures Entertainment (SPE)

"	0.0
917	2020-10-21	1	1	Honest Thief	$230,188	-32.4%	-	2,425	$94	$4,913,654	13	"Open Road Films (II)

"	1.2105263157894737
918	2020-10-21	2	-	Stevie Nicks 24 Karat Gold the Concert	$152,905	-	-	370	$413	$152,905	1	"Trafalgar Releasing

"	0.0
919	2020-10-21	3	2	The War with Grandpa	$127,906	-30.1%	-34%	2,260	$56	$7,706,466	13	"101 Studios

"	0.39436619718309857
920	2020-10-21	4	25	Lupin III: The First	$44,075	+7,784.6%	-	418	$105	$128,178	6	"GKIDS

"	0.0312
921	2020-10-21	5	5	Unhinged	$33,235	-23.7%	-36.8%	1,276	$26	$20,144,131	69	"Solstice Studios

"	3.4920634920634925
922	2020-10-21	6	4	The New Mutants	$31,523	-27.8%	-40.8%	1,293	$24	$22,836,891	55	"20th Century Studios

"	0.6385696040868456
923	2020-10-21	7	3	2 Hearts	$31,445	-39.9%	-	1,683	$18	$638,201	6	"Freestyle Releasing

"	0.7916666666666666
924	2020-10-21	8	6	Love and Monsters	$21,312	-19.3%	-	387	$55	$338,839	6	"Paramount Pictures

"	4.126984126984127
925	2020-10-21	9	7	The Kid Detective	$17,736	-15.2%	-	865	$20	$195,014	6	"Stage 6 Films

"	0.13
926	2020-10-21	10	8	Yellow Rose	$7,941	-11.1%	-51.4%	900	$8	$333,988	13	"Stage 6 Films

"	0.44680851063829785
927	2020-10-21	11	9	Infidel	$5,857	-23.4%	-70.5%	471	$12	$3,990,780	34	"Cloudburst Entertainment

"	0.3174603174603175
928	2020-10-21	12	10	Possessor	$5,804	-21%	-66.9%	188	$30	$680,424	20	"Neon

"	0.1
929	2020-10-21	13	11	The Call	$4,850	-15.9%	-20.5%	154	$31	$383,603	20	"Atlas Distribution Company

"	12.660619803476953
930	2020-10-21	14	12	The SpongeBob Movie: Sponge on the Run	$3,405	-14%	+62.9%	131	$25	$4,726,773	69	"Paramount Pictures

"	0.03
931	2020-10-21	15	16	Ava	$2,342	+6.5%	-32.4%	69	$33	$468,320	27	"Vertical Entertainment

"	12.849584278155714
932	2020-10-21	16	15	The Broken Hearts Gallery	$2,202	-9.8%	-75.2%	259	$8	$4,015,686	41	"TriStar Pictures

"	0.3013698630136986
933	2020-10-21	17	13	Kajillionaire	$1,965	-31.8%	-57.1%	91	$21	$529,990	27	"Focus Features

"	0.43548387096774194
934	2020-10-21	18	14	The Wolf of Snow Hollow	$1,904	-31%	-83.1%	89	$21	$175,320	13	"United Artists Releasing

"	0.1
935	2020-10-21	19	19	Save Yourselves!	$1,654	+19.9%	-75.9%	346	$4	$301,162	20	"Bleecker Street Media

"	0.0
936	2020-10-21	20	17	A Call to Spy	$1,535	-23.6%	-49.3%	44	$34	$108,483	20	"IFC Films

"	0.05
937	2020-10-21	21	21	Words on Bathroom Walls	$1,482	+29.8%	-61.3%	66	$22	$2,531,314	62	"Roadside Attractions

"	0.08
938	2020-10-21	22	18	Pray: The Story of Patrick Peyton	$1,446	-8.9%	-14.3%	27	$53	$48,748	13	"ArtAffects Entertainment

"	0.0
939	2020-10-21	23	20	The Last Shift	$1,294	-1.1%	-48.7%	51	$25	$633,667	27	"Stage 6 Films

"	0.05
940	2020-10-21	24	24	She Dies Tomorrow	$1,119	+69.5%	+13.1%	2	$559	$378,221	83	"Neon

"	0.04
941	2020-10-21	25	28	Bill & Ted Face the Music	$927	+67%	-33.3%	42	$22	$3,438,360	55	"United Artists Releasing

"	0.04
942	2020-10-21	26	27	Shortcut	$733	+31.8%	-80.9%	18	$40	$789,676	27	"Gravitas Ventures

"	8.125472411186701
943	2020-10-21	27	23	Counter Column	$686	-21.1%	-	2	$343	$9,399	6	"Not That Kind of Movie Productions

"	0.0065520000000000005
944	2020-10-21	28	26	The Personal History of David Copperfield	$590	+5.5%	-3.3%	64	$9	$1,875,650	55	"Searchlight Pictures

"	0.03
945	2020-10-21	29	22	Heaven	$564	-45.5%	-63.8%	66	$8	$106,759	20	"LAMA Distribution

"	12.409607292336508
946	2020-10-21	30	29	Henchmen2020 Re-release	$467	+6.4%	-72.2%	87	$5	$48,884	13	"Vertical Entertainment

"	0.0
947	2020-10-21	31	30	No Escape	$356	-4%	-8%	24	$14	$163,569	34	"Vertical Entertainment

"	0.5303030303030303
948	2020-10-21	32	31	Twiceborn	$303	-15.4%	-	7	$43	$6,425	6	"Freestyle Releasing

"	0.0
949	2020-10-21	33	32	Tulsa	$279	-1.8%	-70.7%	36	$7	$408,425	62	"Pryor Entertainment

"	10.498026371042247
950	2020-10-21	34	34	Shithouse	$263	+426%	-	28	$9	$6,098	6	"IFC Films

"	0.04500983606557377
951	2020-10-21	35	33	Mermaid in Paris	$199	-20.4%	-	10	$19	$1,840	6	"Sony Pictures Entertainment (SPE)

"	0.0
952	2020-10-20	1	1	Honest Thief	$340,599	+49.7%	-	2,425	$140	$4,683,360	12	"Open Road Films (II)

"	1.1578947368421053
953	2020-10-20	2	2	The War with Grandpa	$183,076	+36%	-40.4%	2,260	$81	$7,578,560	12	"101 Studios

"	0.4507042253521127
954	2020-10-20	3	4	2 Hearts	$52,332	+64.3%	-	1,683	$31	$606,756	5	"Freestyle Releasing

"	0.8333333333333334
955	2020-10-20	4	3	The New Mutants	$43,646	+18.2%	-28.3%	1,293	$33	$22,805,368	54	"20th Century Studios

"	0.6385696040868456
956	2020-10-20	5	5	Unhinged	$43,568	+46.1%	-33.4%	1,276	$34	$20,110,896	68	"Solstice Studios

"	3.3333333333333335
957	2020-10-20	6	6	Love and Monsters	$26,423	+27%	-	387	$68	$317,527	5	"Paramount Pictures

"	4.682539682539683
958	2020-10-20	7	7	The Kid Detective	$20,905	+29.4%	-	865	$24	$177,278	5	"Stage 6 Films

"	0.15
959	2020-10-20	8	8	Yellow Rose	$8,937	+29.8%	-53.5%	900	$9	$326,047	12	"Stage 6 Films

"	0.5425531914893617
960	2020-10-20	9	9	Infidel	$7,651	+13.5%	-64.7%	471	$16	$3,984,923	33	"Cloudburst Entertainment

"	0.3174603174603175
961	2020-10-20	10	10	Possessor	$7,346	+20%	-59.4%	188	$39	$674,620	19	"Neon

"	0.18
962	2020-10-20	11	11	The Call	$5,770	-5.6%	-7.8%	154	$37	$378,753	19	"Atlas Distribution Company

"	13.227513227513233
963	2020-10-20	12	13	The SpongeBob Movie: Sponge on the Run	$3,959	+82%	+16.2%	131	$30	$4,723,368	68	"Paramount Pictures

"	0.03
964	2020-10-20	13	18	Kajillionaire	$2,880	+149.4%	-39%	91	$31	$528,025	26	"Focus Features

"	0.46774193548387094
965	2020-10-20	14	14	The Wolf of Snow Hollow	$2,758	+34.5%	-74.7%	89	$30	$173,416	12	"United Artists Releasing

"	0.14
966	2020-10-20	15	12	The Broken Hearts Gallery	$2,440	+9%	-76.7%	259	$9	$4,013,484	40	"TriStar Pictures

"	0.1232876712328767
967	2020-10-20	16	15	Ava	$2,199	+49.6%	-47.1%	69	$31	$465,978	26	"Vertical Entertainment

"	13.983371126228276
968	2020-10-20	17	16	A Call to Spy	$2,010	+47.3%	-34.8%	44	$45	$106,948	19	"IFC Films

"	0.11
969	2020-10-20	18	21	Pray: The Story of Patrick Peyton	$1,587	+70.1%	-30.9%	36	$44	$47,302	12	"ArtAffects Entertainment

"	0.0
970	2020-10-20	19	23	Save Yourselves!	$1,380	+68.1%	-76%	346	$3	$299,508	19	"Bleecker Street Media

"	0.0
971	2020-10-20	20	17	The Last Shift	$1,308	+7.9%	-62.6%	51	$25	$632,373	26	"Stage 6 Films

"	0.06
972	2020-10-20	21	20	Words on Bathroom Walls	$1,142	+20.1%	-66.3%	66	$17	$2,529,832	61	"Roadside Attractions

"	0.09333333333333334
973	2020-10-20	22	19	Heaven	$1,035	-8.3%	-63.7%	66	$15	$106,195	19	"LAMA Distribution

"	12.127570762965224
974	2020-10-20	23	24	Counter Column	$870	+33.8%	-	2	$435	$8,713	5	"Not That Kind of Movie Productions

"	0.0065520000000000005
975	2020-10-20	24	25	She Dies Tomorrow	$660	+3.8%	-21.4%	2	$330	$377,102	82	"Neon

"	0.02
976	2020-10-20	25	31	Lupin III: The First	$559	+124.5%	-	418	$1	$84,103	5	"GKIDS

"	0.018719999999999997
977	2020-10-20	26	29	The Personal History of David Copperfield	$559	+17.4%	-45.3%	64	$8	$1,875,060	54	"Searchlight Pictures

"	0.07
978	2020-10-20	27	28	Shortcut	$556	+3%	-84.9%	19	$29	$788,943	26	"Gravitas Ventures

"	7.936507936507939
979	2020-10-20	28	22	Bill & Ted Face the Music	$555	-36.4%	-60.5%	42	$13	$3,437,433	54	"United Artists Releasing

"	0.05
980	2020-10-20	29	26	Henchmen2020 Re-release	$439	-24%	-75.9%	87	$5	$48,417	12	"Vertical Entertainment

"	0.0
981	2020-10-20	30	30	No Escape	$371	+20.5%	-42.5%	24	$15	$163,213	33	"Vertical Entertainment

"	0.4393939393939394
982	2020-10-20	31	27	Twiceborn	$358	-34.6%	-	7	$51	$6,122	5	"Freestyle Releasing

"	0.0
983	2020-10-20	32	34	Tulsa	$284	+60.5%	-79.3%	36	$7	$408,146	61	"Pryor Entertainment

"	10.498026371042247
984	2020-10-20	33	33	Mermaid in Paris	$250	+32.3%	-	10	$25	$1,641	5	"Sony Pictures Entertainment (SPE)

"	0.0091728
985	2020-10-20	34	32	Shithouse	$50	-79.2%	-	28	$1	$5,835	5	"IFC Films

"	0.04091803278688524
986	2020-10-19	1	1	Honest Thief	$227,512	-72.2%	-	2,425	$93	$4,342,761	11	"Open Road Films (II)

"	1.5789473684210527
987	2020-10-19	2	2	The War with Grandpa	$134,629	-79%	-68.3%	2,260	$59	$7,395,484	11	"101 Studios

"	0.5070422535211268
988	2020-10-19	3	5	The New Mutants	$36,918	-70.9%	-54.8%	1,293	$28	$22,761,722	53	"20th Century Studios

"	0.7297938332421092
989	2020-10-19	4	6	2 Hearts	$31,847	-72.9%	-	1,683	$18	$554,784	4	"Freestyle Releasing

"	0.9166666666666666
990	2020-10-19	5	7	Unhinged	$29,815	-71.1%	-59.8%	1,276	$23	$20,067,328	67	"Solstice Studios

"	0.9523809523809524
991	2020-10-19	6	9	Love and Monsters	$20,802	-65.3%	-	387	$53	$291,104	4	"Paramount Pictures

"	5.000000000000001
992	2020-10-19	7	10	The Kid Detective	$16,155	-57.3%	-	865	$18	$156,373	4	"Stage 6 Films

"	0.13
993	2020-10-19	8	12	Yellow Rose	$6,883	-67.7%	-68%	900	$7	$317,110	11	"Stage 6 Films

"	0.425531914893617
994	2020-10-19	9	14	Infidel	$6,741	-65.3%	-72%	471	$14	$3,977,272	32	"Cloudburst Entertainment

"	0.3174603174603175
995	2020-10-19	10	17	Possessor	$6,122	-59.8%	-68.2%	188	$32	$667,274	18	"Neon

"	0.13
996	2020-10-19	11	16	The Call	$6,110	-61.9%	-23.8%	154	$39	$372,983	18	"Atlas Distribution Company

"	13.416477702191994
997	2020-10-19	12	19	The Broken Hearts Gallery	$2,238	-56.5%	-81%	259	$8	$4,011,044	39	"TriStar Pictures

"	0.0684931506849315
998	2020-10-19	13	15	The SpongeBob Movie: Sponge on the Run	$2,175	-86.5%	-83.8%	131	$16	$4,719,409	67	"Paramount Pictures

"	0.07
999	2020-10-19	14	18	The Wolf of Snow Hollow	$2,050	-68.4%	-85.5%	89	$23	$170,658	11	"United Artists Releasing

"	0.18
1000	2020-10-19	15	22	Ava	$1,470	-67.6%	-67.7%	69	$21	$463,779	25	"Vertical Entertainment

"	13.227513227513233
1001	2020-10-19	16	29	A Call to Spy	$1,365	-37.3%	-53.1%	44	$31	$104,938	18	"IFC Films

"	0.14
1002	2020-10-19	17	27	The Last Shift	$1,212	-50.7%	-69.2%	51	$23	$631,065	25	"Stage 6 Films

"	0.06
1003	2020-10-19	18	24	Kajillionaire	$1,155	-70.9%	-80.8%	91	$12	$525,145	25	"Focus Features

"	0.6290322580645161
1004	2020-10-19	19	23	Heaven	$1,129	-72.8%	-61.3%	66	$17	$105,160	18	"LAMA Distribution

"	12.127570762965224
1005	2020-10-19	20	28	Words on Bathroom Walls	$951	-58.9%	-80.7%	66	$14	$2,528,690	60	"Roadside Attractions

"	0.13333333333333333
1006	2020-10-19	21	20	Pray: The Story of Patrick Peyton	$933	-80.6%	-71.4%	23	$40	$45,715	11	"ArtAffects Entertainment

"	0.0
1007	2020-10-19	22	31	Bill & Ted Face the Music	$873	-49.2%	-50.5%	42	$20	$3,436,878	53	"United Artists Releasing

"	0.05
1008	2020-10-19	23	25	Save Yourselves!	$821	-71%	-85.5%	346	$2	$298,128	18	"Bleecker Street Media

"	0.0
1009	2020-10-19	24	32	Counter Column	$650	-58.2%	-	2	$325	$7,843	4	"Not That Kind of Movie Productions

"	0.0065520000000000005
1010	2020-10-19	25	33	She Dies Tomorrow	$636	-58.9%	-22.5%	2	$318	$376,442	81	"Neon

"	0.04
1011	2020-10-19	26	26	Henchmen2020 Re-release	$578	-77.6%	-78.5%	87	$6	$47,978	11	"Vertical Entertainment

"	0.0
1012	2020-10-19	27	30	Twiceborn	$547	-72.7%	-	7	$78	$5,764	4	"Freestyle Releasing

"	0.0
1013	2020-10-19	28	21	Shortcut	$540	-88.1%	-85.3%	19	$28	$788,387	25	"Gravitas Ventures

"	8.125472411186701
1014	2020-10-19	29	34	The Personal History of David Copperfield	$476	-65.3%	-54.2%	64	$7	$1,874,501	53	"Searchlight Pictures

"	0.05
1015	2020-10-19	30	37	No Escape	$308	-61.3%	-52.9%	24	$12	$162,842	32	"Vertical Entertainment

"	0.6060606060606061
1016	2020-10-19	31	8	Lupin III: The First	$249	-99.7%	-	418	$0	$83,544	4	"GKIDS

"	0.04992
1017	2020-10-19	32	35	Shithouse	$240	-77.8%	-	28	$8	$5,785	4	"IFC Films

"	0.04091803278688524
1018	2020-10-19	33	38	Mermaid in Paris	$189	-52.4%	-	10	$18	$1,391	4	"Sony Pictures Entertainment (SPE)

"	0.0
1019	2020-10-19	34	36	Tulsa	$177	-81.8%	-75.7%	36	$4	$407,862	60	"Pryor Entertainment

"	10.498026371042247
1020	2020-10-18	1	1	Honest Thief	$816,962	-44.5%	-	2,425	$336	$4,115,249	10	"Open Road Films (II)

"	1.7894736842105263
1021	2020-10-18	2	2	The War with Grandpa	$640,313	-43.7%	-33.2%	2,260	$283	$7,260,855	10	"101 Studios

"	0.8591549295774648
1022	2020-10-18	3	3	The Nightmare Before Christmas2020 Re-release	$291,000	-48.7%	-	2,194	$132	$1,323,000	3	"Walt Disney Studios Motion Pictures

"	0.0
1023	2020-10-18	4	4	Hocus Pocus2020 Re-release	$166,000	-51%	-47.1%	1,640	$101	$3,842,000	17	"Walt Disney Studios Motion Pictures

"	0.0
1024	2020-10-18	5	5	The New Mutants	$126,799	-40.4%	-35.1%	1,293	$98	$22,724,804	52	"20th Century Studios

"	1.1859149790184276
1025	2020-10-18	6	6	2 Hearts	$117,414	-44%	-	1,683	$69	$522,937	3	"Freestyle Releasing

"	1.5833333333333333
1026	2020-10-18	7	7	Unhinged	$103,088	-47.4%	-43.2%	1,276	$80	$20,037,513	66	"Solstice Studios

"	1.5079365079365081
1027	2020-10-18	8	-	Lupin III: The First	$83,295	-	-	418	$199	$83,295	3	"GKIDS

"	0.079872
1028	2020-10-18	9	8	Love and Monsters	$60,024	-50%	-	387	$155	$270,302	3	"Paramount Pictures

"	6.746031746031747
1029	2020-10-18	10	10	The Kid Detective	$37,816	-35.5%	-	865	$43	$140,218	3	"Stage 6 Films

"	0.24
1030	2020-10-18	11	9	Coco	$30,000	-49.2%	-80.1%	775	$38	$210,460,015	1,062	"Walt Disney Studios Motion Pictures

"	41.99210548416899
1031	2020-10-18	12	15	Yellow Rose	$21,334	-23.3%	-47.5%	900	$23	$310,227	10	"Stage 6 Films

"	0.6063829787234043
1032	2020-10-18	13	11	Star Wars: Episode V - The Empire Strikes Back2020 Re-release	$20,000	-41.2%	-48.7%	480	$41	$2,482,000	101	"Walt Disney Studios Motion Pictures

"	0.0
1033	2020-10-18	14	13	Infidel	$19,440	-34.5%	-64.9%	471	$41	$3,970,531	31	"Cloudburst Entertainment

"	0.5555555555555557
1034	2020-10-18	15	16	The SpongeBob Movie: Sponge on the Run	$16,072	-32.3%	+16.8%	131	$122	$4,717,234	66	"Paramount Pictures

"	0.09
1035	2020-10-18	16	14	The Call	$16,028	-45%	-33.3%	160	$100	$366,873	17	"Atlas Distribution Company

"	12.282690854119432
1036	2020-10-18	17	12	Possessor	$15,236	-50%	-55.4%	188	$81	$661,152	17	"Neon

"	0.35
1037	2020-10-18	18	18	The Wolf of Snow Hollow	$6,491	-44.7%	-67.6%	89	$72	$168,608	10	"United Artists Releasing

"	0.33
1038	2020-10-18	19	19	The Broken Hearts Gallery	$5,150	-39%	-78.4%	259	$19	$4,008,806	38	"TriStar Pictures

"	0.0958904109589041
1039	2020-10-18	20	29	Pray: The Story of Patrick Peyton	$4,815	+51%	-37%	51	$94	$44,782	10	"ArtAffects Entertainment

"	0.0
1040	2020-10-18	21	20	Shortcut	$4,543	-32.2%	-68.7%	77	$59	$787,847	24	"Gravitas Ventures

"	5.291005291005294
1041	2020-10-18	22	17	Ava	$4,541	-64.2%	-60.2%	69	$65	$462,309	24	"Vertical Entertainment

"	11.148904006046868
1042	2020-10-18	23	28	Heaven	$4,144	+29.4%	-	66	$62	$104,031	17	"LAMA Distribution

"	14.947936056678067
1043	2020-10-18	24	24	Kajillionaire	$3,965	-12.8%	-63.7%	91	$43	$523,990	24	"Focus Features

"	1.2096774193548387
1044	2020-10-18	25	21	Save Yourselves!	$2,835	-54.7%	-79.5%	346	$8	$297,307	17	"Bleecker Street Media

"	0.0
1045	2020-10-18	26	26	Henchmen2020 Re-release	$2,576	-29.4%	-67.9%	87	$29	$47,400	10	"Vertical Entertainment

"	0.0
1046	2020-10-18	27	25	The Last Shift	$2,459	-44.7%	-52.2%	51	$48	$629,853	24	"Stage 6 Films

"	0.09
1047	2020-10-18	28	27	Words on Bathroom Walls	$2,313	-32%	-69.6%	66	$35	$2,527,739	59	"Roadside Attractions

"	0.13333333333333333
1048	2020-10-18	29	23	A Call to Spy	$2,177	-56.3%	-58.9%	44	$49	$103,573	17	"IFC Films

"	0.2
1049	2020-10-18	30	35	Twiceborn	$2,001	+11%	-	7	$285	$5,217	3	"Freestyle Releasing

"	0.0157248
1050	2020-10-18	31	31	Bill & Ted Face the Music	$1,717	-25.1%	-91.5%	42	$40	$3,436,005	52	"United Artists Releasing

"	0.09
1051	2020-10-18	32	32	Counter Column	$1,555	-26.4%	-	2	$777	$7,193	3	"Not That Kind of Movie Productions

"	0.0
1052	2020-10-18	33	22	She Dies Tomorrow	$1,547	-73.4%	-49.6%	2	$773	$375,806	80	"Neon

"	0.04
1053	2020-10-18	34	34	The Personal History of David Copperfield	$1,371	-24.8%	+13.1%	64	$21	$1,874,025	52	"Searchlight Pictures

"	0.09
1054	2020-10-18	35	30	Shithouse	$1,081	-53.5%	-	28	$38	$5,545	3	"IFC Films

"	0.09411147540983605
1055	2020-10-18	36	36	Tulsa	$973	-29%	-64%	36	$27	$407,685	59	"Pryor Entertainment

"	10.498026371042247
1056	2020-10-18	37	33	No Escape	$795	-57.2%	-65.4%	24	$33	$162,534	31	"Vertical Entertainment

"	0.5151515151515151
1057	2020-10-18	38	37	Mermaid in Paris	$397	-15.4%	-	10	$39	$1,202	3	"Sony Pictures Entertainment (SPE)

"	0.0
1058	2020-10-17	1	1	Honest Thief	$1,472,004	+11.6%	-	2,425	$607	$2,791,004	9	"Open Road Films (II)

"	2.6315789473684212
1059	2020-10-17	2	2	The War with Grandpa	$1,136,572	+55.8%	-27.3%	2,260	$502	$6,620,542	9	"101 Studios

"	1.028169014084507
1060	2020-10-17	3	3	The Nightmare Before Christmas2020 Re-release	$567,000	+21.9%	-	2,194	$258	$1,032,000	2	"Walt Disney Studios Motion Pictures

"	0.0
1061	2020-10-17	4	4	Hocus Pocus2020 Re-release	$339,000	+35.1%	-26.8%	1,640	$206	$3,676,000	16	"Walt Disney Studios Motion Pictures

"	0.0
1062	2020-10-17	5	6	The New Mutants	$212,641	+65%	-33.3%	1,293	$164	$22,598,005	51	"20th Century Studios

"	1.2771392081736912
1063	2020-10-17	6	5	2 Hearts	$209,494	+6.9%	-	1,683	$124	$405,523	2	"Freestyle Releasing

"	2.0833333333333335
1064	2020-10-17	7	7	Unhinged	$195,958	+56.6%	-36.5%	1,276	$153	$19,934,425	65	"Solstice Studios

"	1.7460317460317463
1065	2020-10-17	8	8	Love and Monsters	$120,062	+33.1%	-	387	$310	$210,278	2	"Paramount Pictures

"	7.936507936507938
1066	2020-10-17	9	10	Coco	$59,000	+40.5%	-75.6%	775	$76	$210,430,015	1,061	"Walt Disney Studios Motion Pictures

"	41.99210548416899
1067	2020-10-17	10	9	The Kid Detective	$58,661	+34.1%	-	865	$67	$102,402	2	"Stage 6 Films

"	0.38
1068	2020-10-17	11	11	Star Wars: Episode V - The Empire Strikes Back2020 Re-release	$34,000	+36%	-45.2%	480	$70	$2,462,000	100	"Walt Disney Studios Motion Pictures

"	0.0
1069	2020-10-17	12	12	Possessor	$30,472	+22%	-52.7%	188	$162	$645,916	16	"Neon

"	0.48
1070	2020-10-17	13	13	Infidel	$29,680	+31.1%	-65.2%	471	$63	$3,951,091	30	"Cloudburst Entertainment

"	0.634920634920635
1071	2020-10-17	14	15	The Call	$29,150	+74%	-27.4%	160	$182	$350,845	16	"Atlas Distribution Company

"	11.90476190476191
1072	2020-10-17	15	14	Yellow Rose	$27,832	+29.5%	-56.1%	900	$30	$288,893	9	"Stage 6 Films

"	0.8936170212765957
1073	2020-10-17	16	18	The SpongeBob Movie: Sponge on the Run	$23,733	+210.8%	+7%	131	$181	$4,701,162	65	"Paramount Pictures

"	0.08
1074	2020-10-17	17	19	Ava	$12,692	+98.2%	-37%	69	$183	$457,768	23	"Vertical Entertainment

"	12.093726379440671
1075	2020-10-17	18	16	The Wolf of Snow Hollow	$11,739	+35.2%	-69.6%	89	$131	$162,117	9	"United Artists Releasing

"	0.35
1076	2020-10-17	19	17	The Broken Hearts Gallery	$8,439	+2.8%	-77.8%	259	$32	$4,003,656	37	"TriStar Pictures

"	0.1506849315068493
1077	2020-10-17	20	22	Shortcut	$6,699	+61.1%	-74.4%	77	$87	$783,304	23	"Gravitas Ventures

"	5.668934240362814
1078	2020-10-17	21	21	Save Yourselves!	$6,255	+47%	-68.7%	346	$18	$293,224	16	"Bleecker Street Media

"	0.0
1079	2020-10-17	22	23	She Dies Tomorrow	$5,805	+40.9%	-7.8%	2	$2,902	$374,259	79	"Neon

"	0.07
1080	2020-10-17	23	20	A Call to Spy	$4,983	+15.2%	-62.7%	44	$113	$101,103	16	"IFC Films

"	0.18
1081	2020-10-17	24	24	Kajillionaire	$4,545	+14.6%	-71.4%	91	$49	$520,025	23	"Focus Features

"	1.6129032258064515
1082	2020-10-17	25	26	The Last Shift	$4,447	+40.6%	-48.2%	51	$87	$627,394	23	"Stage 6 Films

"	0.04
1083	2020-10-17	26	31	Henchmen2020 Re-release	$3,648	+94.1%	-71.9%	87	$41	$44,824	9	"Vertical Entertainment

"	0.0
1084	2020-10-17	27	30	Words on Bathroom Walls	$3,402	+79.7%	-67.3%	66	$51	$2,525,426	58	"Roadside Attractions

"	0.10666666666666667
1085	2020-10-17	28	28	Heaven	$3,202	+47.8%	-	66	$48	$99,887	16	"LAMA Distribution

"	14.383862997935498
1086	2020-10-17	29	25	Pray: The Story of Patrick Peyton	$3,188	-16%	-49.8%	51	$62	$39,967	9	"ArtAffects Entertainment

"	0.0104832
1087	2020-10-17	30	29	Shithouse	$2,323	+8.5%	-	28	$82	$4,464	2	"IFC Films

"	0.15344262295081967
1088	2020-10-17	31	32	Bill & Ted Face the Music	$2,291	+22.6%	-91.8%	42	$54	$3,434,288	51	"United Artists Releasing

"	0.07
1089	2020-10-17	32	27	Counter Column	$2,112	-24.2%	-	2	$1,056	$5,638	2	"Not That Kind of Movie Productions

"	0.006988800000000001
1090	2020-10-17	33	36	No Escape	$1,856	+83%	-25.3%	24	$77	$161,739	30	"Vertical Entertainment

"	0.4696969696969697
1091	2020-10-17	34	33	The Personal History of David Copperfield	$1,822	+7.7%	-34.3%	64	$28	$1,872,654	51	"Searchlight Pictures

"	0.12
1092	2020-10-17	35	34	Twiceborn	$1,802	+27.4%	-	7	$257	$3,216	2	"Freestyle Releasing

"	0.0
1093	2020-10-17	36	35	Tulsa	$1,370	+6.4%	-63.9%	36	$38	$406,711	58	"Pryor Entertainment

"	9.185773074661967
1094	2020-10-17	37	37	Mermaid in Paris	$469	+39.6%	-	10	$46	$805	2	"Sony Pictures Entertainment (SPE)

"	0.0100464
1095	2020-10-16	1	-	Honest Thief	$1,319,000	-	-	2,425	$543	$1,319,000	8	"Open Road Films (II)

"	1.605263157894737
1096	2020-10-16	2	1	The War with Grandpa	$729,638	+255.6%	-33.8%	2,260	$322	$5,483,970	8	"101 Studios

"	0.5633802816901409
1097	2020-10-16	3	-	The Nightmare Before Christmas2020 Re-release	$465,000	-	-	2,194	$211	$465,000	1	"Walt Disney Studios Motion Pictures

"	0.0
1098	2020-10-16	4	-	Hocus Pocus2020 Re-release	$251,000	-	-34.6%	1,640	$153	$3,337,000	15	"Walt Disney Studios Motion Pictures

"	0.0
1099	2020-10-16	5	-	2 Hearts	$196,029	-	-	1,683	$116	$196,029	1	"Freestyle Releasing

"	1.5625
1100	2020-10-16	6	2	The New Mutants	$128,838	+164.2%	-32.8%	1,293	$99	$22,385,364	50	"20th Century Studios

"	1.0946907498631637
1101	2020-10-16	7	3	Unhinged	$125,167	+178.5%	-35%	1,276	$98	$19,738,467	64	"Solstice Studios

"	1.1111111111111114
1102	2020-10-16	8	-	Love and Monsters	$90,216	-	-	387	$233	$90,216	1	"Paramount Pictures

"	5.634920634920635
1103	2020-10-16	9	-	The Kid Detective	$43,741	-	-	865	$50	$43,741	1	"Stage 6 Films

"	0.34
1104	2020-10-16	10	-	Coco	$42,000	-	-80%	775	$54	$210,371,015	1,060	"Walt Disney Studios Motion Pictures

"	38.05534559502814
1105	2020-10-16	11	-	Star Wars: Episode V - The Empire Strikes Back2020 Re-release	$25,000	-	-43.2%	480	$52	$2,428,000	99	"Walt Disney Studios Motion Pictures

"	0.0
1106	2020-10-16	12	4	Possessor	$24,977	+35.6%	-52.2%	188	$132	$615,444	15	"Neon

"	0.3
1107	2020-10-16	13	6	Infidel	$22,637	+72%	-65.2%	471	$48	$3,921,411	29	"Cloudburst Entertainment

"	0.4761904761904762
1108	2020-10-16	14	7	Yellow Rose	$21,488	+73.7%	-53.5%	900	$23	$261,061	8	"Stage 6 Films

"	0.5638297872340425
1109	2020-10-16	15	10	The Call	$16,750	+168%	-32.9%	195	$85	$321,695	15	"Atlas Distribution Company

"	13.038548752834473
