	Date	TD	YD	Release	Daily	%+-YD	%+-LW	Theatre	Avg	To Date	Days	Distributor	google trends
1495	2020-10-01	5	5	Shortcut	$39,150	-14.3%	-	725	$54	$442,975	7	"Gravitas Ventures

"	9.259259259259263
1496	2020-10-01	6	6	The Last Shift	$26,768	-7.6%	-	871	$30	$364,337	7	"Stage 6 Films

"	0.25
1497	2020-10-01	7	7	Kajillionaire	$21,710	+0.4%	-	529	$41	$304,440	7	"Focus Features

"	0.3548387096774194
1498	2020-10-01	8	8	Ava	$15,264	+36.5%	-	222	$68	$219,370	7	"Vertical Entertainment

"	13.983371126228276
1499	2020-10-01	9	9	Words on Bathroom Walls	$11,986	+17%	-27.6%	487	$24	$2,388,265	42	"Roadside Attractions

"	0.14666666666666667
1500	2020-10-01	10	10	Bill & Ted Face the Music	$8,810	-2.6%	-57.9%	353	$24	$3,305,411	35	"United Artists Releasing

"	0.12
1501	2020-10-01	11	11	The SpongeBob Movie: Sponge on the Run	$7,222	-11.6%	-49.7%	215	$33	$4,470,916	49	"Paramount Pictures

"	0.05
1502	2020-10-01	12	12	The Personal History of David Copperfield	$6,575	-13.9%	-60.6%	512	$12	$1,811,170	35	"Searchlight Pictures

"	0.1
1503	2020-10-01	13	13	On the Basis of Sex2020 Re-release	$6,290	+1.2%	-	829	$7	$82,150	7	"Focus Features

"	0.0
1504	2020-10-01	14	15	The Secrets We Keep	$3,557	+11.4%	-44.1%	449	$7	$198,711	16	"Bleecker Street Media

"	0.08
1505	2020-10-01	15	14	Tulsa	$3,366	-1.9%	-14.8%	154	$21	$357,655	42	"Pryor Entertainment

"	10.498026371042247
1506	2020-10-01	16	18	No Escape	$2,433	+142.3%	-60.4%	39	$62	$134,125	14	"Vertical Entertainment

"	0.5909090909090909
1507	2020-10-01	17	17	She Dies Tomorrow	$1,570	+22%	-35.4%	2	$785	$331,796	63	"Neon

"	0.03
1508	2020-10-01	18	16	The Way I See It	$1,425	+8.8%	-48.1%	84	$16	$49,030	14	"Focus Features

"	0.15873015873015875
1509	2020-10-01	19	19	Foster Boy	$690	+8%	+72.5%	1	$690	$19,784	14	"Gravitas Ventures

"	0.05238518518518518
1510	2020-10-01	20	22	Dreaming Grand Avenue	$352	+82.4%	-	2	$176	$6,559	7	"Newcity

"	0.008736
1511	2020-10-01	21	21	My Brothers' Crossing	$303	+31.7%	-46.6%	15	$20	$55,711	29	"Atlas Distribution Company

"	0.008736
1512	2020-10-01	22	20	Draupadi Unleashed	$146	-50%	-21.5%	15	$9	$8,111	8	"Passion River Films

"	0.0
1513	2020-09-30	1	1	The New Mutants	$99,559	-15.5%	-29.6%	2,305	$43	$19,809,489	34	"20th Century Studios

"	0.7297938332421092
1514	2020-09-30	2	2	Unhinged	$85,663	-17.2%	-29.9%	2,182	$39	$17,435,242	48	"Solstice Studios

"	1.3492063492063495
1515	2020-09-30	3	3	Infidel	$64,331	-7.7%	-49.6%	1,885	$34	$2,905,924	13	"Cloudburst Entertainment

"	0.634920634920635
1516	2020-09-30	4	4	The Broken Hearts Gallery	$46,108	-11.9%	-47.5%	2,141	$21	$3,413,504	20	"TriStar Pictures

"	0.3561643835616438
1517	2020-09-30	5	5	Shortcut	$45,675	+16.7%	-	725	$63	$403,825	6	"Gravitas Ventures

"	9.448223733938024
1518	2020-09-30	6	6	The Last Shift	$28,973	-11%	-	871	$33	$337,569	6	"Stage 6 Films

"	0.25
1519	2020-09-30	7	7	Kajillionaire	$21,625	-9.8%	-	529	$40	$282,730	6	"Focus Features

"	0.20967741935483872
1520	2020-09-30	8	9	Ava	$11,184	-6.8%	-	222	$50	$204,106	6	"Vertical Entertainment

"	14.172335600907036
1521	2020-09-30	9	10	Words on Bathroom Walls	$10,241	-7.2%	-46.4%	487	$21	$2,376,279	41	"Roadside Attractions

"	0.22666666666666666
1522	2020-09-30	10	11	Bill & Ted Face the Music	$9,049	+1.1%	-52.8%	353	$25	$3,296,601	34	"United Artists Releasing

"	0.13
1523	2020-09-30	11	8	The SpongeBob Movie: Sponge on the Run	$8,168	-39.8%	-38.7%	250	$32	$4,463,694	48	"Paramount Pictures

"	0.05
1524	2020-09-30	12	12	The Personal History of David Copperfield	$7,634	-1.3%	-57.7%	512	$14	$1,804,595	34	"Searchlight Pictures

"	0.08
1525	2020-09-30	13	13	On the Basis of Sex2020 Re-release	$6,215	-14.2%	-	829	$7	$75,860	6	"Focus Features

"	0.0
1526	2020-09-30	14	14	Tulsa	$3,431	-35.4%	+9.3%	154	$22	$354,289	41	"Pryor Entertainment

"	10.498026371042247
1527	2020-09-30	15	15	The Secrets We Keep	$3,192	-19.8%	-49.7%	449	$7	$195,154	15	"Bleecker Street Media

"	0.08
1528	2020-09-30	16	18	The Way I See It	$1,310	+44.8%	-55.5%	84	$15	$47,605	13	"Focus Features

"	0.15873015873015875
1529	2020-09-30	17	17	She Dies Tomorrow	$1,287	+4.3%	-58.1%	2	$643	$330,226	62	"Neon

"	0.02
1530	2020-09-30	18	16	No Escape	$1,004	-55.1%	-81.2%	39	$25	$131,692	13	"Vertical Entertainment

"	0.5909090909090909
1531	2020-09-30	19	19	Foster Boy	$639	+69.9%	+11.9%	1	$639	$19,094	13	"Gravitas Ventures

"	0.04622222222222222
1532	2020-09-30	20	21	Draupadi Unleashed	$292	+44.6%	-	15	$19	$7,965	7	"Passion River Films

"	0.0
1533	2020-09-30	21	20	My Brothers' Crossing	$230	-5.3%	-62.7%	15	$15	$55,408	28	"Atlas Distribution Company

"	0.008736
1534	2020-09-30	22	22	Dreaming Grand Avenue	$193	+278.4%	-	2	$96	$6,207	6	"Newcity

"	0.0
1535	2020-09-29	1	1	The New Mutants	$117,800	+9.2%	-26.9%	2,305	$51	$19,709,930	33	"20th Century Studios

"	0.9122422915526365
1536	2020-09-29	2	2	Unhinged	$103,446	+16.6%	-27%	2,182	$47	$17,349,579	47	"Solstice Studios

"	1.1904761904761907
1537	2020-09-29	3	3	Infidel	$69,678	-14.2%	-57.7%	1,885	$36	$2,841,593	12	"Cloudburst Entertainment

"	0.9523809523809524
1538	2020-09-29	4	4	The Broken Hearts Gallery	$52,346	+15.2%	-47.9%	2,141	$24	$3,367,396	19	"TriStar Pictures

"	0.2876712328767123
1539	2020-09-29	5	5	Shortcut	$39,150	-1.8%	-	725	$54	$358,150	5	"Gravitas Ventures

"	9.448223733938024
1540	2020-09-29	6	6	The Last Shift	$32,538	+10%	-	871	$37	$308,596	5	"Stage 6 Films

"	0.35
1541	2020-09-29	7	7	Kajillionaire	$23,980	+11.8%	-	529	$45	$261,105	5	"Focus Features

"	0.3064516129032258
1542	2020-09-29	8	12	The SpongeBob Movie: Sponge on the Run	$13,559	+117.6%	-27.5%	250	$54	$4,455,526	47	"Paramount Pictures

"	0.03
1543	2020-09-29	9	9	Ava	$11,997	+13.4%	-	222	$54	$192,922	5	"Vertical Entertainment

"	15.306122448979599
1544	2020-09-29	10	8	Words on Bathroom Walls	$11,036	-4.4%	-47.5%	487	$22	$2,366,038	40	"Roadside Attractions

"	0.21333333333333335
1545	2020-09-29	11	10	Bill & Ted Face the Music	$8,954	+2.5%	-55.9%	353	$25	$3,287,552	33	"United Artists Releasing

"	0.1
1546	2020-09-29	12	14	The Personal History of David Copperfield	$7,734	+30.8%	-65.7%	512	$15	$1,796,961	33	"Searchlight Pictures

"	0.08
1547	2020-09-29	13	13	On the Basis of Sex2020 Re-release	$7,240	+16.9%	-	829	$8	$69,645	5	"Focus Features

"	0.0
1548	2020-09-29	14	15	Tulsa	$5,313	+83%	+1.8%	154	$34	$350,858	40	"Pryor Entertainment

"	10.498026371042247
1549	2020-09-29	15	11	The Secrets We Keep	$3,981	-37.4%	-45.2%	449	$8	$191,962	14	"Bleecker Street Media

"	0.16
1550	2020-09-29	16	17	No Escape	$2,238	+79.9%	-56.3%	39	$57	$130,688	12	"Vertical Entertainment

"	0.6666666666666666
1551	2020-09-29	17	16	She Dies Tomorrow	$1,234	-19.8%	-53.4%	2	$617	$328,939	61	"Neon

"	0.05
1552	2020-09-29	18	18	The Way I See It	$905	+3.4%	-68.4%	84	$10	$46,295	12	"Focus Features

"	0.2380952380952381
1553	2020-09-29	19	19	Foster Boy	$376	-27.8%	-51.9%	1	$376	$18,455	12	"Gravitas Ventures

"	0.03543703703703703
1554	2020-09-29	20	20	My Brothers' Crossing	$243	-52%	-	15	$16	$55,178	27	"Atlas Distribution Company

"	0.0
1555	2020-09-29	21	21	Draupadi Unleashed	$202	+57.8%	-	15	$13	$7,673	6	"Passion River Films

"	0.0
1556	2020-09-29	22	22	Dreaming Grand Avenue	$51	-51%	-	2	$25	$6,014	5	"Newcity

"	0.0
1557	2020-09-28	1	1	The New Mutants	$107,884	-64.9%	-17.3%	2,305	$46	$19,592,130	32	"20th Century Studios

"	1.0946907498631637
1558	2020-09-28	2	2	Unhinged	$88,683	-63.2%	-18.3%	2,182	$40	$17,246,133	46	"Solstice Studios

"	1.26984126984127
1559	2020-09-28	3	4	Infidel	$81,180	-59.9%	-37.2%	1,885	$43	$2,771,915	11	"Cloudburst Entertainment

"	0.9523809523809524
1560	2020-09-28	4	5	The Broken Hearts Gallery	$45,430	-65.7%	-43.6%	2,141	$21	$3,315,050	18	"TriStar Pictures

"	0.3972602739726027
1561	2020-09-28	5	6	Shortcut	$39,875	-38.2%	-	725	$55	$319,000	4	"Gravitas Ventures

"	9.448223733938024
1562	2020-09-28	6	7	The Last Shift	$29,567	-49.2%	-	871	$33	$276,058	4	"Stage 6 Films

"	0.29
1563	2020-09-28	7	8	Kajillionaire	$21,450	-56.6%	-	529	$40	$237,125	4	"Focus Features

"	0.3870967741935484
1564	2020-09-28	8	11	Words on Bathroom Walls	$11,547	-45.6%	-34.5%	487	$23	$2,355,002	39	"Roadside Attractions

"	0.29333333333333333
1565	2020-09-28	9	10	Ava	$10,576	-71.6%	-	222	$47	$180,925	4	"Vertical Entertainment

"	15.684051398337118
1566	2020-09-28	10	13	Bill & Ted Face the Music	$8,735	-44.5%	-51.1%	353	$24	$3,278,598	32	"United Artists Releasing

"	0.14
1567	2020-09-28	11	15	The Secrets We Keep	$6,359	-48.8%	-5.9%	449	$14	$187,981	13	"Bleecker Street Media

"	0.06
1568	2020-09-28	12	9	The SpongeBob Movie: Sponge on the Run	$6,232	-84.5%	-38.8%	250	$24	$4,441,967	46	"Paramount Pictures

"	0.06
1569	2020-09-28	13	12	On the Basis of Sex2020 Re-release	$6,195	-60.9%	-	829	$7	$62,405	4	"Focus Features

"	0.0
1570	2020-09-28	14	14	The Personal History of David Copperfield	$5,914	-59.4%	-63.4%	512	$11	$1,789,227	32	"Searchlight Pictures

"	0.07
1571	2020-09-28	15	16	Tulsa	$2,903	-71.7%	-6.6%	154	$18	$345,545	39	"Pryor Entertainment

"	10.498026371042247
1572	2020-09-28	16	20	She Dies Tomorrow	$1,539	-35.4%	-44.9%	2	$769	$327,705	60	"Neon

"	0.03
1573	2020-09-28	17	17	No Escape	$1,244	-82.7%	-73.7%	39	$31	$128,450	11	"Vertical Entertainment

"	0.6818181818181818
1574	2020-09-28	18	19	The Way I See It	$875	-63.4%	-69.8%	84	$10	$45,390	11	"Focus Features

"	0.15873015873015875
1575	2020-09-28	19	21	Foster Boy	$521	-71.5%	+10.9%	1	$521	$18,079	11	"Gravitas Ventures

"	0.12788148148148148
1576	2020-09-28	20	22	My Brothers' Crossing	$506	-51.2%	+48.8%	15	$33	$54,935	26	"Atlas Distribution Company

"	0.0
1577	2020-09-28	21	18	Draupadi Unleashed	$128	-95%	-	15	$8	$7,471	5	"Passion River Films

"	0.0
1578	2020-09-28	22	23	Dreaming Grand Avenue	$104	-61.9%	-	2	$52	$5,963	4	"Newcity

"	0.008736
1579	2020-09-27	1	1	The New Mutants	$307,262	-41.3%	-24.4%	2,305	$133	$19,484,246	31	"20th Century Studios

"	1.9157088122605368
1580	2020-09-27	2	2	Unhinged	$241,299	-45%	-20.5%	2,182	$110	$17,157,450	45	"Solstice Studios

"	2.53968253968254
1581	2020-09-27	3	3	Star Wars: Episode V - The Empire Strikes Back2020 Re-release	$227,000	-29.3%	-	2,097	$108	$1,923,000	80	"Walt Disney Studios Motion Pictures

"	0.0
1582	2020-09-27	4	4	Infidel	$202,286	-35%	-38.7%	1,885	$107	$2,690,735	10	"Cloudburst Entertainment

"	1.9047619047619049
1583	2020-09-27	5	5	The Broken Hearts Gallery	$132,489	-37.5%	-28.2%	2,141	$61	$3,269,620	17	"TriStar Pictures

"	0.6986301369863014
1584	2020-09-27	6	6	Shortcut	$64,525	-42.9%	-	725	$89	$279,125	3	"Gravitas Ventures

"	6.802721088435377
1585	2020-09-27	7	7	The Last Shift	$58,153	-33.2%	-	871	$66	$246,491	3	"Stage 6 Films

"	0.53
1586	2020-09-27	8	8	Kajillionaire	$49,465	-36.5%	-	529	$93	$215,675	3	"Focus Features

"	0.8387096774193549
1587	2020-09-27	9	10	The SpongeBob Movie: Sponge on the Run	$40,317	-37.3%	-22.4%	250	$161	$4,435,735	45	"Paramount Pictures

"	0.09
1588	2020-09-27	10	9	Ava	$37,198	-42.3%	-	222	$167	$170,349	3	"Vertical Entertainment

"	13.605442176870755
1589	2020-09-27	11	11	Words on Bathroom Walls	$21,209	-40.2%	-42.8%	487	$43	$2,343,455	38	"Roadside Attractions

"	0.32
1590	2020-09-27	12	14	On the Basis of Sex2020 Re-release	$15,855	-30.5%	-	829	$19	$56,210	3	"Focus Features

"	0.0
1591	2020-09-27	13	12	Bill & Ted Face the Music	$15,726	-50.2%	-58%	353	$44	$3,269,863	31	"United Artists Releasing

"	0.24
1592	2020-09-27	14	13	The Personal History of David Copperfield	$14,551	-43.5%	-62.9%	512	$28	$1,783,313	31	"Searchlight Pictures

"	0.08
1593	2020-09-27	15	15	The Secrets We Keep	$12,430	-24.8%	-46%	449	$27	$181,622	12	"Bleecker Street Media

"	0.21
1594	2020-09-27	16	16	Tulsa	$10,253	-32.8%	+3.6%	154	$66	$342,642	38	"Pryor Entertainment

"	9.185773074661967
1595	2020-09-27	17	18	No Escape	$7,210	+15.2%	-48.6%	39	$184	$127,206	10	"Vertical Entertainment

"	0.803030303030303
1596	2020-09-27	18	20	Draupadi Unleashed	$2,539	-35.3%	-	15	$169	$7,343	4	"Passion River Films

"	0.0104832
1597	2020-09-27	19	21	The Way I See It	$2,390	-33.6%	-66.1%	84	$28	$44,515	10	"Focus Features

"	0.15873015873015875
1598	2020-09-27	20	17	She Dies Tomorrow	$2,381	-73.8%	-46.8%	2	$1,190	$326,166	59	"Neon

"	0.11
1599	2020-09-27	21	19	Foster Boy	$1,826	-57.3%	+90.6%	15	$121	$17,558	10	"Gravitas Ventures

"	0.10014814814814814
1600	2020-09-27	22	22	My Brothers' Crossing	$1,036	-9.9%	+23.3%	15	$69	$54,429	25	"Atlas Distribution Company

"	0.019656000000000003
1601	2020-09-27	23	23	Dreaming Grand Avenue	$273	+31.2%	-	2	$136	$5,859	3	"Newcity

"	0.0
1602	2020-09-26	1	2	The New Mutants	$523,815	+53.6%	-30.7%	2,305	$227	$19,176,984	30	"20th Century Studios

"	1.824484583105273
1603	2020-09-26	2	3	Unhinged	$438,913	+52.6%	-25.9%	2,182	$201	$16,916,151	44	"Solstice Studios

"	3.095238095238096
1604	2020-09-26	3	1	Star Wars: Episode V - The Empire Strikes Back2020 Re-release	$321,000	-10.8%	-	2,097	$153	$1,696,000	79	"Walt Disney Studios Motion Pictures

"	0.0
1605	2020-09-26	4	4	Infidel	$311,151	+25.6%	-40.9%	1,885	$165	$2,488,449	9	"Cloudburst Entertainment

"	2.698412698412699
1606	2020-09-26	5	5	The Broken Hearts Gallery	$212,065	+35.4%	-39.4%	2,141	$99	$3,137,131	16	"TriStar Pictures

"	0.958904109589041
1607	2020-09-26	6	6	Shortcut	$113,100	+11.4%	-	725	$156	$214,600	2	"Gravitas Ventures

"	8.125472411186701
1608	2020-09-26	7	7	The Last Shift	$87,063	-14%	-	871	$99	$188,338	2	"Stage 6 Films

"	0.84
1609	2020-09-26	8	8	Kajillionaire	$77,900	-11.8%	-	529	$147	$166,210	2	"Focus Features

"	1.1129032258064515
1610	2020-09-26	9	9	Ava	$64,499	-6%	-	222	$290	$133,151	2	"Vertical Entertainment

"	15.306122448979599
1611	2020-09-26	10	10	The SpongeBob Movie: Sponge on the Run	$64,314	+70.5%	-36.2%	250	$257	$4,395,418	44	"Paramount Pictures

"	0.09
1612	2020-09-26	11	12	Words on Bathroom Walls	$35,480	+53.4%	-47.2%	487	$72	$2,322,246	37	"Roadside Attractions

"	0.30666666666666664
1613	2020-09-26	12	11	Bill & Ted Face the Music	$31,606	+17.8%	-65.7%	353	$89	$3,254,137	30	"United Artists Releasing

"	0.32
1614	2020-09-26	13	14	The Personal History of David Copperfield	$25,758	+51.6%	-58.5%	512	$50	$1,768,762	30	"Searchlight Pictures

"	0.2
1615	2020-09-26	14	13	On the Basis of Sex2020 Re-release	$22,825	+30.2%	-	829	$27	$40,355	2	"Focus Features

"	0.0
1616	2020-09-26	15	15	The Secrets We Keep	$16,534	+21.1%	-54.9%	449	$36	$169,192	11	"Bleecker Street Media

"	0.23
1617	2020-09-26	16	17	Tulsa	$15,263	+51.6%	-12.6%	154	$99	$332,389	37	"Pryor Entertainment

"	10.498026371042247
1618	2020-09-26	17	18	She Dies Tomorrow	$9,092	+131.2%	-32.3%	2	$4,546	$323,785	58	"Neon

"	0.08
1619	2020-09-26	18	16	No Escape	$6,258	-52.7%	-80.9%	39	$160	$119,996	9	"Vertical Entertainment

"	0.7878787878787878
1620	2020-09-26	19	19	Foster Boy	$4,278	+9.5%	+71.9%	15	$285	$15,732	9	"Gravitas Ventures

"	0.15407407407407406
1621	2020-09-26	20	22	Draupadi Unleashed	$3,926	+467.3%	-	15	$261	$4,804	3	"Passion River Films

"	0.0209664
1622	2020-09-26	21	20	The Way I See It	$3,600	+87.5%	-66.5%	84	$42	$42,125	9	"Focus Features

"	0.2380952380952381
1623	2020-09-26	22	21	My Brothers' Crossing	$1,150	-4.6%	-53.9%	15	$76	$53,393	24	"Atlas Distribution Company

"	0.0
1624	2020-09-26	23	23	Dreaming Grand Avenue	$208	-47.3%	-	2	$104	$5,586	2	"Newcity

"	0.0
1625	2020-09-25	1	-	Star Wars: Episode V - The Empire Strikes Back2020 Re-release	$360,000	-	-	2,097	$171	$1,375,000	78	"Walt Disney Studios Motion Pictures

"	0.0
1626	2020-09-25	2	1	The New Mutants	$341,011	+147.5%	-27.5%	2,305	$147	$18,653,169	29	"20th Century Studios

"	1.2771392081736912
1627	2020-09-25	3	3	Unhinged	$287,691	+136.6%	-25.4%	2,182	$131	$16,477,238	43	"Solstice Studios

"	1.9841269841269844
1628	2020-09-25	4	2	Infidel	$247,699	+100.1%	-53.1%	1,885	$131	$2,177,298	8	"Cloudburst Entertainment

"	1.5873015873015877
1629	2020-09-25	5	4	The Broken Hearts Gallery	$156,643	+73.4%	-41.5%	2,141	$73	$2,925,066	15	"TriStar Pictures

"	0.7671232876712328
1630	2020-09-25	6	-	Shortcut	$101,500	-	-	725	$140	$101,500	1	"Gravitas Ventures

"	9.826152683295545
1631	2020-09-25	7	-	The Last Shift	$101,275	-	-	871	$116	$101,275	1	"Stage 6 Films

"	0.62
1632	2020-09-25	8	-	Kajillionaire	$88,310	-	-	529	$166	$88,310	1	"Focus Features

"	0.8064516129032258
1633	2020-09-25	9	-	Ava	$68,652	-	-	222	$309	$68,652	1	"Vertical Entertainment

"	17.195767195767203
1634	2020-09-25	10	8	The SpongeBob Movie: Sponge on the Run	$37,724	+162.6%	-28.8%	250	$150	$4,331,104	43	"Paramount Pictures

"	0.09
1635	2020-09-25	11	5	Bill & Ted Face the Music	$26,821	+28.3%	-54.8%	353	$75	$3,222,531	29	"United Artists Releasing

"	0.2
1636	2020-09-25	12	7	Words on Bathroom Walls	$23,129	+39.7%	-46%	487	$47	$2,286,766	36	"Roadside Attractions

"	0.09333333333333334
1637	2020-09-25	13	-	On the Basis of Sex2020 Re-release	$17,530	-	-	829	$21	$17,530	1	"Focus Features

"	0.0
1638	2020-09-25	14	6	The Personal History of David Copperfield	$16,987	+1.8%	-62.3%	512	$33	$1,743,004	29	"Searchlight Pictures

"	0.09
1639	2020-09-25	15	10	The Secrets We Keep	$13,651	+114.7%	-52.3%	449	$30	$152,658	10	"Bleecker Street Media

"	0.24
1640	2020-09-25	16	11	No Escape	$13,226	+115.1%	-59.1%	39	$339	$113,738	8	"Vertical Entertainment

"	0.8939393939393939
1641	2020-09-25	17	12	Tulsa	$10,070	+154.8%	-12.9%	154	$65	$317,126	36	"Pryor Entertainment

"	10.498026371042247
1642	2020-09-25	18	14	She Dies Tomorrow	$3,932	+61.9%	-59%	2	$1,966	$314,693	57	"Neon

"	0.03
1643	2020-09-25	19	16	Foster Boy	$3,908	+877%	+108.1%	15	$260	$11,454	8	"Gravitas Ventures

"	0.08474074074074074
1644	2020-09-25	20	13	The Way I See It	$1,920	-30.1%	-73.9%	84	$22	$38,525	8	"Focus Features

"	0.2380952380952381
1645	2020-09-25	21	15	My Brothers' Crossing	$1,206	+112.7%	-39.6%	15	$80	$52,243	23	"Atlas Distribution Company

"	0.0091728
1646	2020-09-25	22	17	Draupadi Unleashed	$692	+272%	-	15	$46	$878	2	"Passion River Films

"	0.006115200000000001
1647	2020-09-25	23	-	Dreaming Grand Avenue	$395	-	-	2	$197	$5,378	1	"Newcity

"	0.0
1648	2020-09-24	1	1	The New Mutants	$137,757	-2.6%	-	2,518	$54	$18,312,158	28	"20th Century Studios

"	1.2771392081736912
1649	2020-09-24	2	2	Infidel	$123,792	-2.9%	-	1,724	$71	$1,929,599	7	"Cloudburst Entertainment

"	1.4285714285714288
1650	2020-09-24	3	3	Unhinged	$121,578	-0.5%	-11.6%	2,324	$52	$16,189,547	42	"Solstice Studios

"	1.4285714285714288
1651	2020-09-24	4	4	The Broken Hearts Gallery	$90,336	+2.8%	-23.9%	2,221	$40	$2,768,423	14	"TriStar Pictures

"	0.5616438356164384
1652	2020-09-24	5	5	Bill & Ted Face the Music	$20,906	+9%	-31.8%	607	$34	$3,195,710	28	"United Artists Releasing

"	0.16
1653	2020-09-24	6	7	The Personal History of David Copperfield	$16,687	-7.6%	-	1,007	$16	$1,726,017	28	"Searchlight Pictures

"	0.08
1654	2020-09-24	7	6	Words on Bathroom Walls	$16,556	-13.3%	-33.2%	797	$20	$2,263,637	35	"Roadside Attractions

"	0.14666666666666667
1655	2020-09-24	8	8	The SpongeBob Movie: Sponge on the Run	$14,367	+7.8%	-7.3%	261	$55	$4,293,380	42	"Paramount Pictures

"	0.05
1656	2020-09-24	9	11	The Nest	$7,435	+46.3%	-	301	$24	$89,206	7	"IFC Films

"	3.9682539682539697
1657	2020-09-24	10	9	The Secrets We Keep	$6,359	+0.2%	-52%	471	$13	$139,007	9	"Bleecker Street Media

"	0.17
1658	2020-09-24	11	10	No Escape	$6,148	+15.3%	-	45	$136	$100,512	7	"Vertical Entertainment

"	0.8333333333333334
1659	2020-09-24	12	12	Tulsa	$3,952	+25.9%	+93.4%	135	$29	$307,056	35	"Pryor Entertainment

"	9.185773074661967
1660	2020-09-24	13	14	The Way I See It	$2,745	-6.8%	-	124	$22	$36,605	7	"Focus Features

"	0.3174603174603175
1661	2020-09-24	14	13	She Dies Tomorrow	$2,429	-21%	-17.3%	3	$809	$310,761	56	"Neon

"	0.06
1662	2020-09-24	15	15	My Brothers' Crossing	$567	-8%	-35.6%	55	$10	$51,037	22	"Atlas Distribution Company

"	0.0
1663	2020-09-24	16	16	Foster Boy	$400	-29.9%	-	1	$400	$7,546	7	"Gravitas Ventures

"	0.009244444444444444
1664	2020-09-24	17	-	Draupadi Unleashed	$186	-	-	15	$12	$186	1	"Passion River Films

"	0.008736
1665	2020-09-23	1	2	The New Mutants	$141,426	-12.2%	-27.2%	2,518	$56	$18,174,401	27	"20th Century Studios

"	1.1859149790184276
1666	2020-09-23	2	1	Infidel	$127,534	-22.5%	-	1,724	$73	$1,805,807	6	"Cloudburst Entertainment

"	1.4285714285714288
1667	2020-09-23	3	3	Unhinged	$122,161	-13.8%	-12.9%	2,324	$52	$16,067,969	41	"Solstice Studios

"	1.3492063492063495
1668	2020-09-23	4	4	The Broken Hearts Gallery	$87,841	-12.6%	-24.9%	2,221	$39	$2,678,087	13	"TriStar Pictures

"	0.4383561643835616
1669	2020-09-23	5	7	Bill & Ted Face the Music	$19,178	-5.6%	-34.1%	607	$31	$3,174,804	27	"United Artists Releasing

"	0.14
1670	2020-09-23	6	6	Words on Bathroom Walls	$19,097	-9.1%	-26.9%	797	$23	$2,247,081	34	"Roadside Attractions

"	0.21333333333333335
1671	2020-09-23	7	5	The Personal History of David Copperfield	$18,065	-20%	-21.6%	1,007	$17	$1,709,330	27	"Searchlight Pictures

"	0.07
1672	2020-09-23	8	8	The SpongeBob Movie: Sponge on the Run	$13,329	-28.7%	-14.6%	261	$51	$4,279,013	41	"Paramount Pictures

"	0.04
1673	2020-09-23	9	9	The Secrets We Keep	$6,345	-12.7%	-40.9%	471	$13	$132,648	8	"Bleecker Street Media

"	0.22
1674	2020-09-23	10	12	No Escape	$5,330	+4%	-	45	$118	$94,364	6	"Vertical Entertainment

"	0.9393939393939394
1675	2020-09-23	11	10	The Nest	$5,081	-19.6%	-	301	$16	$81,771	6	"IFC Films

"	4.535147392290251
1676	2020-09-23	12	11	Tulsa	$3,139	-39.9%	+51.4%	135	$23	$303,104	34	"Pryor Entertainment

"	10.498026371042247
1677	2020-09-23	13	14	She Dies Tomorrow	$3,075	+16.1%	+17.1%	3	$1,025	$308,332	55	"Neon

"	0.03
1678	2020-09-23	14	13	The Way I See It	$2,945	+2.8%	-	124	$23	$33,860	6	"Focus Features

"	0.2380952380952381
1679	2020-09-23	15	-	My Brothers' Crossing	$616	-	-34.5%	55	$11	$50,000	21	"Atlas Distribution Company

"	0.008299200000000001
1680	2020-09-23	16	15	Foster Boy	$571	-26.9%	-	1	$571	$7,146	6	"Gravitas Ventures

"	0.015407407407407406
1681	2020-09-22	1	2	Infidel	$164,620	+27.3%	-	1,724	$95	$1,678,273	5	"Cloudburst Entertainment

"	1.4285714285714288
1682	2020-09-22	2	1	The New Mutants	$161,090	+23.5%	-27.6%	2,518	$63	$18,032,975	26	"20th Century Studios

"	1.1859149790184276
1683	2020-09-22	3	3	Unhinged	$141,745	+30.5%	-14.5%	2,324	$60	$15,945,808	40	"Solstice Studios

"	1.4285714285714288
1684	2020-09-22	4	4	The Broken Hearts Gallery	$100,471	+24.7%	-26.6%	2,221	$45	$2,590,246	12	"TriStar Pictures

"	0.410958904109589
1685	2020-09-22	5	7	The Personal History of David Copperfield	$22,581	+39.7%	-24.8%	1,007	$22	$1,691,265	26	"Searchlight Pictures

"	0.11
1686	2020-09-22	6	6	Words on Bathroom Walls	$21,014	+19.2%	-18.9%	797	$26	$2,227,984	33	"Roadside Attractions

"	0.12
1687	2020-09-22	7	5	Bill & Ted Face the Music	$20,309	+13.8%	-35.7%	607	$33	$3,155,626	26	"United Artists Releasing

"	0.18
1688	2020-09-22	8	8	The SpongeBob Movie: Sponge on the Run	$18,698	+83.6%	-14.2%	261	$71	$4,265,684	40	"Paramount Pictures

"	0.08
1689	2020-09-22	9	9	The Secrets We Keep	$7,271	+7.6%	-	471	$15	$126,303	7	"Bleecker Street Media

"	0.26
1690	2020-09-22	10	10	The Nest	$6,321	+30.9%	-	301	$21	$76,690	5	"IFC Films

"	4.535147392290251
1691	2020-09-22	11	12	Tulsa	$5,220	+67.9%	+39.3%	135	$38	$299,965	33	"Pryor Entertainment

"	10.498026371042247
1692	2020-09-22	12	11	No Escape	$5,127	+8.5%	-	45	$113	$89,034	5	"Vertical Entertainment

"	1.2727272727272727
